Word;Documents
REDUCED;['00018', '00018', '00055', '00066', '00066', '00126', '00126', '00126', '00141', '00170', '00230', '00246', '00246', '00255', '00306', '00348', '00374', '00380', '00391', '00400', '00441', '00466', '00466', '00466', '00482', '00482', '00522', '00522', '00522', '00527', '00660', '00660', '00662', '00685', '00717', '00742', '00755', '00810', '00816', '00816', '00830', '00857', '00862', '00881', '00899', '00917', '00918', '00922', '00955', '00955', '00960', '00960', '00993', '01014', '01014', '01016', '01028', '01050', '01056', '01058', '01101', '01112', '01120', '01121', '01121', '01124', '01124', '01136', '01172', '01172', '01199', '01200', '01201', '01237']
MICROFLORA;['00993']
FACTS;['00879', '01175']
POSTPRANDAL;['01013']
TEMPERATURES;['00773', '01085']
DISTINGUISH;['00107', '00225', '00301', '00301', '00666', '01137', '01211', '01238']
FUMIGATUS;['00187', '00187', '00228', '00228', '00228', '00394', '00485', '00631', '00631', '00812', '00819', '00819', '01048', '01060', '01060', '01071', '01163']
SLEPT;['00031']
SMELL;['00449']
UNDERTAKEN;['00163', '00235', '00335', '00471', '00496', '00515', '00657', '00755', '00804', '00817', '00818', '01047', '01237']
SEAWATER;['00105']
FISTULA;['00768']
REINSTITUTION;['00015']
STAPHOLOCOCCAL;['00048']
SUBCLASS;['00402', '00892']
PROVE;['00014', '00143', '00147', '00253', '00326', '00451', '00538', '00899', '00970', '00991', '01111']
INTESTINE;['00034', '00331', '00414', '00426', '00724', '00909', '00909', '00984', '01051']
VICTORIAN;['00043']
IRRITANTS;['00363']
OUABAINSENSITIVE;['00140', '00140', '00303', '00303']
MUML;['01085']
BODIAN;['00322']
AETIOLOGY;['00002', '00279', '00485', '00641', '00641', '00837', '00942']
FOODS;['00291', '00295', '00618']
AVERAGED;['00660', '00686', '00686']
KILL;['00018', '01230']
DIAMETER;['00275', '00275', '00275', '00667', '01121', '01126']
BEGAN;['00002', '00103', '00611', '01098', '01223']
PREVAIL;['01103']
SOYBEAN;['00026', '00126', '00141', '00246', '00305', '00521', '00530', '00639', '00747', '00758', '00962', '00962']
QUIVERING;['01034']
RANGING;['00022', '00612', '00667', '01051', '01104']
PRONASE;['00085', '00114']
PERNICIOUS;['00728']
TRANSMISSION;['00162', '00431', '00503', '00564', '00926']
PANCREATIC;['00002', '00005', '00005', '00017', '00021', '00021', '00038', '00049', '00068', '00068', '00068', '00089', '00089', '00089', '00089', '00092', '00092', '00095', '00096', '00096', '00096', '00129', '00135', '00150', '00150', '00150', '00150', '00150', '00150', '00150', '00150', '00150', '00185', '00186', '00205', '00205', '00205', '00207', '00209', '00210', '00210', '00234', '00234', '00234', '00234', '00251', '00251', '00254', '00278', '00291', '00301', '00301', '00301', '00314', '00314', '00314', '00322', '00332', '00333', '00333', '00345', '00345', '00345', '00345', '00345', '00357', '00362', '00367', '00367', '00367', '00367', '00367', '00367', '00370', '00379', '00392', '00392', '00394', '00398', '00405', '00413', '00414', '00421', '00421', '00421', '00424', '00424', '00424', '00424', '00424', '00432', '00443', '00443', '00462', '00462', '00462', '00462', '00468', '00478', '00506', '00506', '00506', '00506', '00510', '00522', '00522', '00522', '00522', '00549', '00550', '00559', '00583', '00584', '00585', '00601', '00602', '00602', '00603', '00603', '00611', '00616', '00616', '00616', '00626', '00626', '00628', '00635', '00635', '00635', '00635', '00635', '00635', '00635', '00643', '00643', '00643', '00643', '00643', '00643', '00643', '00643', '00643', '00643', '00643', '00645', '00645', '00645', '00645', '00652', '00652', '00652', '00657', '00657', '00657', '00657', '00657', '00658', '00660', '00672', '00672', '00676', '00676', '00688', '00688', '00688', '00688', '00688', '00693', '00697', '00709', '00715', '00715', '00715', '00719', '00719', '00719', '00725', '00725', '00725', '00755', '00755', '00755', '00755', '00755', '00762', '00767', '00770', '00770', '00770', '00776', '00777', '00777', '00791', '00791', '00791', '00791', '00791', '00791', '00791', '00791', '00791', '00791', '00798', '00798', '00798', '00798', '00798', '00798', '00798', '00798', '00810', '00810', '00810', '00811', '00815', '00815', '00815', '00816', '00816', '00816', '00822', '00823', '00830', '00830', '00830', '00852', '00852', '00852', '00875', '00897', '00899', '00899', '00899', '00900', '00900', '00901', '00902', '00913', '00913', '00913', '00915', '00915', '00920', '00920', '00926', '00928', '00928', '00928', '00928', '00930', '00930', '00930', '00936', '00946', '00955', '00955', '00955', '00955', '00956', '00959', '00959', '00959', '00959', '00959', '00961', '00978', '00978', '00981', '00984', '01000', '01000', '01008', '01014', '01014', '01016', '01016', '01016', '01017', '01017', '01028', '01033', '01033', '01037', '01049', '01062', '01075', '01076', '01076', '01076', '01100', '01100', '01101', '01101', '01101', '01103', '01103', '01103', '01103', '01103', '01103', '01106', '01107', '01107', '01115', '01124', '01128', '01128', '01128', '01135', '01158', '01175', '01186', '01192', '01205', '01206', '01206', '01206', '01206', '01206', '01206', '01206', '01217', '01217', '01234']
VARIANTS;['00086', '00176', '00176', '00176', '00176', '00344', '00365', '00451', '00589', '00884', '00884']
CLIPPINGS;['00003', '00003', '00003', '00004', '00004', '00004', '00004', '00231', '00231', '00231']
MISUNDERSTOOD;['00105']
CHLORIDESWEAT;['00637']
SHAPED;['00837']
CALCIUMATPASE;['00960']
ENLARGEMENT;['00519', '00598', '00667', '00867']
COAGULOPATHY;['00468']
REDBLOODCELLAGGLUTINATION;['01238']
OSMOTIC;['00115', '00308']
CYTOSOLIC;['00853']
AGING;['00296', '00743', '00841']
DIFFERS;['00080', '00134', '00249', '00586', '01209']
COLISTIN;['00123', '00615']
SOUTHEAST;['00276']
EPIGASTRIUM;['00314']
BASOPHILIC;['00742']
ALBICANS;['00369']
TITRIMETRIC;['00404']
TOCOPHEROLDEFICIENT;['00676']
ACIDAND;['00660']
PERIODICALLY;['00783']
MODIFIES;['01044']
ENTITY;['00058', '00140', '00241', '00264', '00297', '00359', '00643', '00731', '00776', '00835', '00901', '01083', '01115']
UNWISE;['00926']
EMERGED;['00613']
TOLERATED;['00164', '00542', '01037']
SERUMPROTEASES;['01131']
INTOXICATION;['00782']
MATING;['00647']
CREATE;['00043']
TECHNICALLY;['00225', '00504', '00930', '01045']
ASHKENAZIC;['00880']
MINIMAL;['00075', '00099', '00119', '00144', '00256', '00294', '00368', '00370', '00463', '00506', '00511', '00526', '00657', '00658', '00673', '00673', '00674', '00703', '00753', '00764', '00802', '00824', '00855', '00913', '01010', '01010', '01010', '01045', '01062', '01078', '01081', '01085', '01207', '01235']
COMMENTS;['00043', '00258', '00694', '00759', '00898']
MASKED;['00475']
GASTROENTEROLOGY;['00456', '01147']
BIVALENT;['00678', '00679']
MUCUS;['00041', '00047', '00133', '00151', '00151', '00151', '00166', '00189', '00256', '00265', '00265', '00266', '00266', '00270', '00270', '00300', '00392', '00437', '00437', '00437', '00437', '00441', '00441', '00441', '00451', '00463', '00463', '00463', '00463', '00478', '00481', '00481', '00481', '00496', '00498', '00498', '00498', '00498', '00498', '00498', '00499', '00501', '00501', '00502', '00503', '00511', '00531', '00533', '00559', '00564', '00564', '00564', '00568', '00592', '00592', '00592', '00658', '00690', '00710', '00711', '00711', '00738', '00754', '00754', '00754', '00754', '00776', '00776', '00805', '00827', '00827', '00867', '00867', '00867', '00909', '00909', '00925', '00925', '00925', '00925', '00925', '00925', '00925', '00957', '00975', '00975', '00975', '00980', '00980', '00980', '00982', '01064', '01064', '01121', '01145', '01238', '01238']
INSITU;['00637']
GASTROSTOMY;['00002']
SOLVE;['00430']
MICROVILLI;['00567', '01145']
PUBLICATION;['00949']
HYPOVITAMINOSIS;['00362']
EXHIBITS;['00258', '00654', '01027']
HAEMORRHAGES;['00333']
MIDST;['00804']
CRUCIAL;['00239', '00552', '00552', '01186']
NODULAR;['00295', '00421', '00720', '00870']
DIRECTORS;['01052']
THEORIZE;['01238']
INEQUALITY;['00192', '00192', '00194']
VARIANCE;['00047', '00151', '00658', '00689', '00982']
WITHSTOOD;['00114']
IEFAGDISC;['00740', '00746']
ATRAUMATIC;['01045']
SALTFREE;['00395']
ENZYMES;['00068', '00150', '00150', '00171', '00186', '00306', '00310', '00314', '00319', '00355', '00357', '00371', '00405', '00405', '00413', '00414', '00424', '00506', '00525', '00575', '00616', '00622', '00622', '00622', '00622', '00622', '00622', '00627', '00628', '00635', '00657', '00660', '00660', '00669', '00669', '00669', '00669', '00673', '00688', '00702', '00723', '00725', '00725', '00725', '00743', '00755', '00755', '00755', '00791', '00791', '00798', '00798', '00798', '00820', '00820', '00831', '00835', '00856', '00856', '00861', '00891', '00991', '01044', '01044', '01050', '01101', '01103', '01115', '01141', '01141', '01146', '01146', '01217', '01221', '01221', '01221', '01221']
PULSATILE;['01045', '01045', '01045']
EXPLORE;['00501', '00586', '00613', '00689']
EXTRACHROMOSOMAL;['00086']
DYSKINETIC;['00083']
ABORTION;['00117', '00263']
MOLAR;['00139', '00675', '00725', '00725']
BULKY;['00276', '00297']
ARISES;['00382']
SMALLER;['00046', '00049', '00188', '00194', '00232', '00259', '00289', '00337', '00337', '00348', '00533', '00610', '00664', '00710', '00742', '00803', '00811', '00848', '00955', '01043', '01117', '01128', '01144']
BIOCHEMISTRY;['00875']
PARTUM;['00714']
INITIATED;['00306', '00438', '00453', '00691', '00769', '00779', '01053', '01074']
PYRIDINE;['01191', '01191']
STELLAR;['00040']
FEELS;['00898']
HEXOSAMINE;['01196']
HOSPITALIZATIONS;['01112']
FUCOSYL;['00633']
ODDS;['00507', '00507', '00984', '01040']
UNITSMG;['00956', '00956']
UNDOUBTEDLY;['00076', '00215', '00836', '00838']
SUGGESTING;['00001', '00001', '00011', '00055', '00166', '00172', '00184', '00234', '00305', '00320', '00416', '00631', '00788', '00798', '00860', '00926', '00989', '01075', '01085', '01099', '01120', '01143', '01206', '01237']
FULTONS;['00348']
STAINS;['01125', '01125']
INTRACTABLE;['00641', '00641']
FLAME;['00403']
CRYSTAL;['00040']
CELLULOSE;['00023', '00033', '00256', '00374', '00409', '00530', '00573']
HYPOPROTEINEMIA;['00091', '00097', '00098', '00098', '00421', '00756', '00797', '00797', '01189']
ZELLWEGER;['00545']
BIOSYNTHESIS;['00335', '00335', '00490', '00500', '00500', '00516', '00516', '00702', '00856', '00856', '00875']
REFUTE;['00069', '00147']
SPLITPRODUCT;['00679', '00679']
NETWORK;['00040']
ASSUME;['00690']
EXTENSIVE;['00200', '00200', '00223', '00333', '00367', '00392', '00472', '00474', '00505', '00505', '00615', '00616', '00788', '00798', '00930', '01033', '01072', '01074', '01125', '01125', '01160', '01174', '01217', '01217']
TROPHICITY;['01217']
ALLERGY;['00011', '00011', '00021', '00228', '00299', '00358', '00432', '00485', '00488', '00626', '00631', '00632', '00682', '00793', '00793', '00812', '00812', '00812', '00812', '01013', '01048', '01048', '01048', '01091', '01169', '01169', '01169']
ILLUMINATION;['00075']
MACLEAN;['00091']
CAPSULE;['00878']
COLOURLESS;['00717']
DISCRIMINATION;['00003', '01127', '01148']
PORTA;['01235']
ANTIINFLAMMATORY;['00579', '00592']
CONTROLGROUP;['00864']
PRECURSORS;['00990', '01085', '01085', '01103']
FAILURE;['00037', '00046', '00089', '00098', '00138', '00148', '00154', '00154', '00195', '00206', '00276', '00347', '00354', '00354', '00385', '00385', '00473', '00547', '00550', '00559', '00582', '00582', '00587', '00587', '00606', '00719', '00739', '00745', '00751', '00781', '00782', '00782', '00782', '00782', '00836', '00838', '00842', '00842', '00875', '00879', '00891', '00913', '00914', '01033', '01047', '01047', '01091', '01098', '01115', '01184', '01189', '01234']
DIVERTICULOSIS;['00255', '00255', '00255']
GLANDS;['00032', '00077', '00095', '00124', '00125', '00137', '00137', '00189', '00189', '00261', '00297', '00300', '00300', '00325', '00333', '00343', '00345', '00345', '00400', '00429', '00429', '00437', '00440', '00440', '00441', '00462', '00478', '00498', '00505', '00505', '00515', '00515', '00533', '00559', '00571', '00615', '00683', '00707', '00714', '00724', '00733', '00771', '00788', '00837', '00882', '00889', '00915', '00921', '00921', '00925', '00929', '00955', '00956', '00978', '00980', '01033', '01109', '01109', '01121', '01125', '01125', '01125', '01145', '01156', '01156', '01175', '01175', '01197', '01197', '01197', '01197', '01223', '01223', '01223', '01223', '01223']
EMPIRICAL;['00911']
PERCEPTION;['00184']
RESENTMENT;['00999']
FALSELY;['00094', '00206']
COWS;['00005', '00034', '00263', '00456', '00616', '00756']
HIGHDOSE;['01015']
INSENSITIVE;['00535']
NONDIALYZABLE;['00528']
AEROSOLIZATION;['00253', '00253', '00253']
PROHIBIT;['01003']
FIBROTIC;['00297', '00448', '00966', '01217', '01235']
FONTANELS;['00787']
CYTOCHEMICAL;['00957', '01193']
THYROXINE;['00163', '00508', '00508', '00508']
DIAFLO;['00573']
DOCUMENTED;['00099', '00271', '00271', '00314', '00343', '00352', '00358', '00434', '00479', '00531', '00549', '00562', '00753', '00796', '00875', '00902', '00902', '01105', '01106', '01179', '01219']
ADVANTAGES;['00050', '00076', '00146', '00150', '00450', '00721', '00731', '00785']
SUGGESTIONS;['00043', '00610', '00739', '00794', '00911', '00926', '00994']
ASPECT;['00118', '00333', '00435', '00866', '00882', '01066', '01121']
ECZEMA;['00228', '00643', '00927']
BROUGHT;['00208', '00280', '00303', '00331', '00518']
NBENZOYLLTYROSYLPAMINOBENZOIC;['00899']
EVOKES;['00363']
ALPHA;['00092', '00171', '00408', '00408', '00410', '00419', '00508', '00521', '00521', '00521', '00521', '00521', '00850', '00857', '01056', '01056', '01202', '01202', '01202', '01202', '01202', '01202', '01202', '01202', '01202', '01205', '01205']
ORGANISM;['00061', '00110', '00160', '00160', '00202', '00281', '00642', '01065', '01065', '01086']
ENAMEL;['00075', '00075']
SZCZEPANSKIS;['00583']
HISTOPATHOLOGICAL;['00350', '00423', '00682']
POLYP;['00015', '00015', '00023', '00023', '00683', '00771', '01125']
QUISSELL;['00125']
CARRIED;['00029', '00043', '00086', '00111', '00131', '00303', '00335', '00387', '00404', '00445', '00469', '00564', '00565', '00612', '00627', '00706', '00771', '00783', '00786', '00811', '00830', '00879', '00940', '01068', '01104', '01146', '01173', '01175']
OPPOSITE;['00018', '00206', '00864', '01197']
FLUCTUATE;['00436']
WALSH;['01140']
AMYLASE;['00002', '00002', '00002', '00002', '00002', '00150', '00150', '00150', '00150', '00314', '00344', '00344', '00344', '00344', '00345', '00345', '00345', '00345', '00356', '00356', '00356', '00356', '00356', '00367', '00367', '00367', '00367', '00367', '00375', '00375', '00375', '00375', '00375', '00375', '00419', '00421', '00462', '00462', '00462', '00462', '00462', '00462', '00526', '00526', '00526', '00527', '00535', '00584', '00584', '00584', '00602', '00602', '00619', '00635', '00635', '00635', '00635', '00635', '00645', '00645', '00777', '00791', '00852', '00955', '00956', '00956', '00956', '00956', '00956', '00956', '00959', '00959', '00959', '01206', '01206', '01206', '01206', '01206', '01206', '01206']
STATIC;['01038', '01038']
INCLUDING;['00018', '00027', '00116', '00117', '00148', '00179', '00248', '00271', '00364', '00398', '00422', '00423', '00465', '00482', '00483', '00497', '00516', '00532', '00559', '00564', '00564', '00623', '00652', '00652', '00673', '00677', '00720', '00734', '00761', '00767', '00771', '00778', '00806', '00846', '00867', '00879', '00902', '00907', '00912', '00922', '00992', '00999', '01048', '01062', '01065', '01073', '01093', '01119', '01144', '01178', '01194']
INFERENCES;['00431']
FRUCTOSE;['00545', '01085']
KULCYCKI;['00692']
POTASSIUMFREE;['00655']
GLYCOPEPTIDES;['00561', '00561', '00702', '00702']
DENIAL;['00467']
SPIROGRAM;['00387']
INTENSITY;['00242', '00244', '00447', '00621', '00621', '01188']
INCUBATIONS;['00533', '00533', '00563', '01085']
COLD;['00078', '00527', '00617']
SIMPLIFIED;['00716']
SYNCHRONIZED;['00481']
ETHMOIDITIS;['01226']
LINEARLY;['01002', '01002', '01085']
ISOLATE;['00125', '00589', '00890', '01221']
DIVIDING;['00567']
UTERO;['00014', '00099', '00465', '00627', '00937']
IODIDES;['00163', '00295', '00295', '00508', '00508', '00508', '00906']
HOLLOW;['00040']
OCCASIONALLY;['00046', '00097', '00266', '00276', '00308', '00508', '00559', '00582', '00693', '00706', '00864', '00929', '01194']
EARLIER;['00095', '00141', '00270', '00495', '00519', '00602', '00611', '00743', '00748', '00809', '00844', '00858', '00879', '00888', '00951', '00969', '00981', '01041', '01053', '01070', '01075', '01126', '01129', '01170', '01186', '01191']
DEAECELLULOSE;['00573', '00749', '01059']
LINKED;['00256', '00913', '00926', '01156']
SPINDLE;['00453', '00837']
VEXATIOUS;['00135']
DEGRADATION;['00166', '00256', '00371', '00534', '00563', '00563', '00755', '00856', '00856', '01202']
CYCLASE;['00953', '00953', '00953', '00953', '00953', '00953', '01157']
MODIFIED;['00024', '00137', '00137', '00236', '00434', '00529', '00529', '00627', '00726', '00738', '00740', '00746', '00795', '00795', '00795', '00795', '00823', '01070', '01220']
RESOURCES;['00136']
ENDURANCE;['00606', '00606', '00606', '00606', '00606', '00606', '00606', '00606', '00606']
MISSIONS;['00203', '00203']
LESCHNYHAN;['01031']
ILEOTOMY;['01119']
REACTIONS;['00082', '00188', '00228', '00229', '00415', '00460', '00571', '00577', '00631', '00631', '00631', '00632', '00632', '00632', '00632', '00646', '00672', '00672', '00678', '00779', '00845', '00983', '00989', '01060', '01060', '01171', '01193']
HIGHER;['00006', '00007', '00007', '00011', '00047', '00047', '00048', '00053', '00065', '00073', '00102', '00104', '00104', '00106', '00107', '00107', '00107', '00113', '00139', '00147', '00159', '00177', '00187', '00191', '00192', '00231', '00231', '00258', '00258', '00279', '00293', '00319', '00322', '00343', '00347', '00356', '00367', '00378', '00382', '00383', '00393', '00393', '00401', '00406', '00425', '00429', '00446', '00462', '00463', '00463', '00463', '00470', '00471', '00475', '00506', '00508', '00526', '00526', '00526', '00527', '00536', '00557', '00559', '00567', '00584', '00587', '00589', '00593', '00606', '00613', '00621', '00625', '00635', '00645', '00665', '00665', '00686', '00707', '00711', '00714', '00714', '00716', '00725', '00725', '00737', '00737', '00755', '00786', '00790', '00795', '00807', '00812', '00812', '00812', '00812', '00812', '00847', '00847', '00852', '00874', '00877', '00901', '00924', '00924', '00927', '00928', '00929', '00956', '00956', '00959', '00978', '00978', '00986', '00986', '00986', '00987', '00987', '00989', '00989', '00996', '01016', '01019', '01020', '01021', '01034', '01034', '01044', '01059', '01064', '01075', '01083', '01105', '01129', '01140', '01161', '01169', '01171', '01171', '01172', '01173', '01173', '01180', '01183', '01196', '01201', '01206', '01206', '01206', '01230']
